objectid,folderid,customerkey,name,description,issendable,istestable,createddate,modifieddate,jobid,batchid,eventdate,subscriberid,accountid,listid,domain,subscriberkey,time
c55e2345-8de1-e811-a2d2-1402ec94baa0,25963,25117FB9-4852-4136-900F-2311B2A1EA4F,scott_test_open,"",0,0,2018-11-06T00:29:11,2018-11-06T14:58:05,91269,0,10/8/2018 1:07:48 AM,99113092,7204042,65884,gmail.com,f67b2b08-47f8-4448-8e54-84a6bce0cb94,1541545120
c55e2345-8de1-e811-a2d2-1402ec94baa0,25963,25117FB9-4852-4136-900F-2311B2A1EA4F,scott_test_open,"",0,0,2018-11-06T00:29:11,2018-11-06T14:58:05,91019,0,10/4/2018 4:08:16 PM,99113093,7204042,65884,gmail.com,f69f1a07-57af-4f7d-ab39-26d55b7a1eee,1541545120
c55e2345-8de1-e811-a2d2-1402ec94baa0,25963,25117FB9-4852-4136-900F-2311B2A1EA4F,scott_test_open,"",0,0,2018-11-06T00:29:11,2018-11-06T14:58:05,82343,0,7/12/2018 5:27:42 PM,93751557,7204042,65884,treasure-data.com,f7a4cfae-343c-4f6e-bf1b-72ab9a6363cf,1541545120
c55e2345-8de1-e811-a2d2-1402ec94baa0,25963,25117FB9-4852-4136-900F-2311B2A1EA4F,scott_test_open,"",0,0,2018-11-06T00:29:11,2018-11-06T14:58:05,91041,0,10/5/2018 6:52:28 AM,99116025,7204042,65884,treasure-data.com,0a594df2-df90-4986-85ff-4cfe464a0113,1541545120
c55e2345-8de1-e811-a2d2-1402ec94baa0,25963,25117FB9-4852-4136-900F-2311B2A1EA4F,scott_test_open,"",0,0,2018-11-06T00:29:11,2018-11-06T14:58:05,91140,0,10/6/2018 3:36:53 AM,99116025,7204042,65884,treasure-data.com,0a594df2-df90-4986-85ff-4cfe464a0113,1541545120
c55e2345-8de1-e811-a2d2-1402ec94baa0,25963,25117FB9-4852-4136-900F-2311B2A1EA4F,scott_test_open,"",0,0,2018-11-06T00:29:11,2018-11-06T14:58:05,91041,0,10/5/2018 1:15:47 PM,99116026,7204042,65884,treasure-data.com,0a594df2-df90-4986-85ff-4cfe464a9113,1541545120
c55e2345-8de1-e811-a2d2-1402ec94baa0,25963,25117FB9-4852-4136-900F-2311B2A1EA4F,scott_test_open,"",0,0,2018-11-06T00:29:11,2018-11-06T14:58:05,91041,0,10/5/2018 1:15:50 PM,99116026,7204042,65884,treasure-data.com,0a594df2-df90-4986-85ff-4cfe464a9113,1541545120
c55e2345-8de1-e811-a2d2-1402ec94baa0,25963,25117FB9-4852-4136-900F-2311B2A1EA4F,scott_test_open,"",0,0,2018-11-06T00:29:11,2018-11-06T14:58:05,91140,0,10/6/2018 7:14:32 AM,99116026,7204042,65884,treasure-data.com,0a594df2-df90-4986-85ff-4cfe464a9113,1541545120
c55e2345-8de1-e811-a2d2-1402ec94baa0,25963,25117FB9-4852-4136-900F-2311B2A1EA4F,scott_test_open,"",0,0,2018-11-06T00:29:11,2018-11-06T14:58:05,91205,0,10/7/2018 9:23:04 PM,99116026,7204042,65884,treasure-data.com,0a594df2-df90-4986-85ff-4cfe464a9113,1541545120
c55e2345-8de1-e811-a2d2-1402ec94baa0,25963,25117FB9-4852-4136-900F-2311B2A1EA4F,scott_test_open,"",0,0,2018-11-06T00:29:11,2018-11-06T14:58:05,91269,0,10/8/2018 10:54:53 AM,99116026,7204042,65884,treasure-data.com,0a594df2-df90-4986-85ff-4cfe464a9113,1541545120
